"state_code","category","year","unit","amount"
"ID","Total Expenditure","1980","Dollars",1466000000
"ID","Total Expenditure","2020","Dollars",5949000000
"IL","All Industry Total","2010","Dollars",666405000000
"IL","All Industry Total","1970","Dollars",62763000000
"IL","All Industry Total","1990","Dollars",279019000000
"IL","All Industry Total","2000","Dollars",487015000000
"IL","All Industry Total","1980","Dollars",145264000000
"IL","All Industry Total","2020","Dollars",856943000000
"IL","Consumption","1970","Billion Btu",3696737
"IL","Consumption","2020","Billion Btu",3612925
"IL","Consumption","1980","Billion Btu",3768260
"IL","Consumption","1990","Billion Btu",3612494
"IL","Consumption","2000","Billion Btu",4029159
"IL","Consumption","2010","Billion Btu",3981181
"IL","Fossil Fuel-Consumption","1990","Billion Btu",2801030
"IL","Fossil Fuel-Consumption","2010","Billion Btu",3231953
"IL","Fossil Fuel-Consumption","2020","Billion Btu",2589536
"IL","Fossil Fuel-Consumption","2000","Billion Btu",3316432
"IL","Fossil Fuel-Consumption","1980","Billion Btu",3368521
"IL","Fossil Fuel-Consumption","1970","Billion Btu",3610688
"IL","Fossil Fuel-Production","2020","Billion Btu",730246
"IL","Fossil Fuel-Production","2010","Billion Btu",820008
"IL","Fossil Fuel-Production","1980","Billion Btu",1488828
"IL","Fossil Fuel-Production","1970","Billion Btu",1699375
"IL","Fossil Fuel-Production","2000","Billion Btu",846187
"IL","Fossil Fuel-Production","1990","Billion Btu",1465995
"IL","Gdp Per Capita","2000","Dollars",39214
"IL","Gdp Per Capita","2020","Dollars",66883
"IL","Gdp Per Capita","1980","Dollars",12713
"IL","Gdp Per Capita","1970","Dollars",5647
"IL","Gdp Per Capita","1990","Dollars",24410
"IL","Gdp Per Capita","2010","Dollars",51939
"IL","Nuclear-Consumption","2020","Billion Btu",1046769
"IL","Nuclear-Consumption","1990","Billion Btu",760711
"IL","Nuclear-Consumption","1970","Billion Btu",27600
"IL","Nuclear-Consumption","2000","Billion Btu",932749
"IL","Nuclear-Consumption","1980","Billion Btu",302604
"IL","Nuclear-Consumption","2010","Billion Btu",1005374
"IL","Population","1990","Individual Person",11430602
"IL","Population","2010","Individual Person",12830632
"IL","Population","1970","Individual Person",11113976
"IL","Population","2000","Individual Person",12419293
"IL","Population","1980","Individual Person",11426518
"IL","Population","2020","Individual Person",12812508
"IL","Production","2000","Billion Btu",1888998
"IL","Production","2020","Billion Btu",2160217
"IL","Production","1970","Billion Btu",1776784
"IL","Production","1980","Billion Btu",1886841
"IL","Production","2010","Billion Btu",2125871
"IL","Production","1990","Billion Btu",2344501
"IL","Renewable-Consumption","2010","Billion Btu",216390
"IL","Renewable-Consumption","1970","Billion Btu",41064
"IL","Renewable-Consumption","1990","Billion Btu",102981
"IL","Renewable-Consumption","2000","Billion Btu",97688
"IL","Renewable-Consumption","2020","Billion Btu",297419
"IL","Renewable-Consumption","1980","Billion Btu",92366
"IL","Renewable-Production","1980","Billion Btu",184731
"IL","Renewable-Production","2000","Billion Btu",156830
"IL","Renewable-Production","2020","Billion Btu",550062
"IL","Renewable-Production","2010","Billion Btu",386666
"IL","Renewable-Production","1970","Billion Btu",82128
"IL","Renewable-Production","1990","Billion Btu",188404
"IL","Total Expenditure","1970","Dollars",4931000000
"IL","Total Expenditure","1990","Dollars",21555000000
"IL","Total Expenditure","2010","Dollars",45199000000
"IL","Total Expenditure","2000","Dollars",28883000000
"IL","Total Expenditure","1980","Dollars",18457000000
"IL","Total Expenditure","2020","Dollars",34115000000
"IN","All Industry Total","2010","Dollars",282562000000
"IN","All Industry Total","1990","Dollars",110860000000
"IN","All Industry Total","2000","Dollars",203801000000
"IN","All Industry Total","2020","Dollars",373782000000
"IN","All Industry Total","1970","Dollars",24546000000
"IN","All Industry Total","1980","Dollars",58871000000
"IN","Consumption","1970","Billion Btu",2219775
"IN","Consumption","1980","Billion Btu",2400197
"IN","Consumption","2010","Billion Btu",2852101
"IN","Consumption","1990","Billion Btu",2488999
"IN","Consumption","2000","Billion Btu",2867279
"IN","Consumption","2020","Billion Btu",2564421
"IN","Fossil Fuel-Consumption","1970","Billion Btu",2286565
"IN","Fossil Fuel-Consumption","2010","Billion Btu",2746897
"IN","Fossil Fuel-Consumption","2020","Billion Btu",2194808
"IN","Fossil Fuel-Consumption","2000","Billion Btu",3021189
"IN","Fossil Fuel-Consumption","1990","Billion Btu",2633740
"IN","Fossil Fuel-Consumption","1980","Billion Btu",2382019
"IN","Fossil Fuel-Production","2000","Billion Btu",633337
"IN","Fossil Fuel-Production","2020","Billion Btu",458747
"IN","Fossil Fuel-Production","1970","Billion Btu",539641
"IN","Fossil Fuel-Production","1990","Billion Btu",814705
"IN","Fossil Fuel-Production","1980","Billion Btu",699852
"IN","Fossil Fuel-Production","2010","Billion Btu",801532
"IN","Gdp Per Capita","1990","Dollars",19996
"IN","Gdp Per Capita","2020","Dollars",55085
"IN","Gdp Per Capita","2010","Dollars",43580
"IN","Gdp Per Capita","1980","Dollars",10723
"IN","Gdp Per Capita","2000","Dollars",33517
"IN","Gdp Per Capita","1970","Dollars",4726
"IN","Nuclear-Consumption","2010","Billion Btu",0
"IN","Nuclear-Consumption","1970","Billion Btu",0
"IN","Nuclear-Consumption","2000","Billion Btu",0
"IN","Nuclear-Consumption","1980","Billion Btu",0
"IN","Nuclear-Consumption","1990","Billion Btu",0
"IN","Nuclear-Consumption","2020","Billion Btu",0
"IN","Population","2020","Individual Person",6785528
"IN","Population","2000","Individual Person",6080485
"IN","Population","2010","Individual Person",6483802
"IN","Population","1980","Individual Person",5490224
"IN","Population","1990","Individual Person",5544159
"IN","Population","1970","Individual Person",5193669
"IN","Production","2010","Billion Btu",1014017
"IN","Production","1980","Billion Btu",756592
"IN","Production","2000","Billion Btu",678282
"IN","Production","2020","Billion Btu",710151
"IN","Production","1990","Billion Btu",875212
"IN","Production","1970","Billion Btu",568289
"IN","Renewable-Consumption","1970","Billion Btu",28494
"IN","Renewable-Consumption","2010","Billion Btu",148291
"IN","Renewable-Consumption","2020","Billion Btu",182458
"IN","Renewable-Consumption","2000","Billion Btu",48674
"IN","Renewable-Consumption","1990","Billion Btu",60812
"IN","Renewable-Consumption","1980","Billion Btu",56145
"IN","Renewable-Production","2020","Billion Btu",349519
"IN","Renewable-Production","1980","Billion Btu",112290
"IN","Renewable-Production","2010","Billion Btu",277136
"IN","Renewable-Production","1970","Billion Btu",56988
"IN","Renewable-Production","1990","Billion Btu",112090
"IN","Renewable-Production","2000","Billion Btu",79046
"IN","Total Expenditure","1990","Dollars",12192000000
"IN","Total Expenditure","2010","Dollars",27360000000
"IN","Total Expenditure","2020","Dollars",24287000000
"IN","Total Expenditure","1970","Dollars",2559000000
"IN","Total Expenditure","1980","Dollars",10026000000
"IN","Total Expenditure","2000","Dollars",16661000000
"KS","All Industry Total","1980","Dollars",28298000000
"KS","All Industry Total","2020","Dollars",177581000000
"KS","All Industry Total","1970","Dollars",9755000000
"KS","All Industry Total","1990","Dollars",51874000000
"KS","All Industry Total","2000","Dollars",86099000000
"KS","All Industry Total","2010","Dollars",128591000000
"KS","Consumption","2000","Billion Btu",1116109
"KS","Consumption","1980","Billion Btu",1022129
"KS","Consumption","2020","Billion Btu",1069542
"KS","Consumption","1970","Billion Btu",874267
"KS","Consumption","2010","Billion Btu",1109761
"KS","Consumption","1990","Billion Btu",1074411
"KS","Fossil Fuel-Consumption","1970","Billion Btu",888155
"KS","Fossil Fuel-Consumption","2000","Billion Btu",1067028
"KS","Fossil Fuel-Consumption","1990","Billion Btu",1023486
"KS","Fossil Fuel-Consumption","2020","Billion Btu",830095
"KS","Fossil Fuel-Consumption","1980","Billion Btu",1046224
"KS","Fossil Fuel-Consumption","2010","Billion Btu",988406
"KS","Fossil Fuel-Production","2010","Billion Btu",237795
"KS","Fossil Fuel-Production","2000","Billion Btu",204201
"KS","Fossil Fuel-Production","1980","Billion Btu",365978
"KS","Fossil Fuel-Production","2020","Billion Btu",160828
"KS","Fossil Fuel-Production","1970","Billion Btu",526818
"KS","Fossil Fuel-Production","1990","Billion Btu",338892
"KS","Gdp Per Capita","1990","Dollars",20937
"KS","Gdp Per Capita","1970","Dollars",4342
"KS","Gdp Per Capita","1980","Dollars",11972
"KS","Gdp Per Capita","2010","Dollars",45070
"KS","Gdp Per Capita","2020","Dollars",60445
"KS","Gdp Per Capita","2000","Dollars",32026
"KS","Nuclear-Consumption","2000","Billion Btu",94495
"KS","Nuclear-Consumption","1970","Billion Btu",0
"KS","Nuclear-Consumption","2010","Billion Btu",99876
"KS","Nuclear-Consumption","1990","Billion Btu",83328
"KS","Nuclear-Consumption","1980","Billion Btu",0
"KS","Nuclear-Consumption","2020","Billion Btu",110502
"KS","Population","1970","Individual Person",2246578
"KS","Population","2020","Individual Person",2937880
"KS","Population","2000","Individual Person",2688418
"KS","Population","2010","Individual Person",2853118
"KS","Population","1990","Individual Person",2477574
"KS","Population","1980","Individual Person",2363679
"KS","Production","2000","Billion Btu",906013
"KS","Production","1980","Billion Btu",1175714
"KS","Production","2020","Billion Btu",759592
"KS","Production","1990","Billion Btu",1060694
"KS","Production","2010","Billion Btu",811892
"KS","Production","1970","Billion Btu",1492430
"KS","Renewable-Consumption","2020","Billion Btu",260766
"KS","Renewable-Consumption","1980","Billion Btu",9088
"KS","Renewable-Consumption","1990","Billion Btu",13869
"KS","Renewable-Consumption","2010","Billion Btu",75258
"KS","Renewable-Consumption","2000","Billion Btu",9920
"KS","Renewable-Consumption","1970","Billion Btu",3730
"KS","Renewable-Production","1970","Billion Btu",7460
"KS","Renewable-Production","1990","Billion Btu",26859
"KS","Renewable-Production","2010","Billion Btu",144676
"KS","Renewable-Production","2020","Billion Btu",518728
"KS","Renewable-Production","2000","Billion Btu",19986
"KS","Renewable-Production","1980","Billion Btu",18176
"KS","Total Expenditure","2000","Dollars",7257000000
"KS","Total Expenditure","1990","Dollars",5314000000
"KS","Total Expenditure","1970","Dollars",919000000
"KS","Total Expenditure","1980","Dollars",4080000000
"KS","Total Expenditure","2010","Dollars",11615000000
"KS","Total Expenditure","2020","Dollars",10263000000
"KY","All Industry Total","1980","Dollars",37017000000
"KY","All Industry Total","2000","Dollars",114169000000
"KY","All Industry Total","2010","Dollars",166409000000
"KY","All Industry Total","1990","Dollars",68412000000
"KY","All Industry Total","2020","Dollars",216866000000
"KY","All Industry Total","1970","Dollars",13943000000
"KY","Consumption","1990","Billion Btu",1489868
"KY","Consumption","1980","Billion Btu",1367982
"KY","Consumption","2020","Billion Btu",1595472
"KY","Consumption","1970","Billion Btu",1104720
"KY","Consumption","2010","Billion Btu",2002994
"KY","Consumption","2000","Billion Btu",1802618
"KY","Fossil Fuel-Consumption","2020","Billion Btu",1377221
"KY","Fossil Fuel-Consumption","1970","Billion Btu",1136950
"KY","Fossil Fuel-Consumption","2000","Billion Btu",1826333
"KY","Fossil Fuel-Consumption","1990","Billion Btu",1496762
"KY","Fossil Fuel-Consumption","2010","Billion Btu",1893168
"KY","Fossil Fuel-Consumption","1980","Billion Btu",1326790
"KY","Fossil Fuel-Production","2020","Billion Btu",583979
"KY","Fossil Fuel-Production","2000","Billion Btu",3290291
"KY","Fossil Fuel-Production","1980","Billion Btu",3737849
"KY","Fossil Fuel-Production","1990","Billion Btu",4445734
"KY","Fossil Fuel-Production","2010","Billion Btu",2570703
"KY","Fossil Fuel-Production","1970","Billion Btu",3084700
"KY","Gdp Per Capita","2010","Dollars",38349
"KY","Gdp Per Capita","1970","Dollars",4332
"KY","Gdp Per Capita","2020","Dollars",48130
"KY","Gdp Per Capita","1990","Dollars",18564
"KY","Gdp Per Capita","2000","Dollars",28247
"KY","Gdp Per Capita","1980","Dollars",10112
"KY","Nuclear-Consumption","1980","Billion Btu",0
"KY","Nuclear-Consumption","2000","Billion Btu",0
"KY","Nuclear-Consumption","1970","Billion Btu",0
"KY","Nuclear-Consumption","2020","Billion Btu",0
"KY","Nuclear-Consumption","2010","Billion Btu",0
"KY","Nuclear-Consumption","1990","Billion Btu",0
"KY","Population","1980","Individual Person",3660777
"KY","Population","1990","Individual Person",3685296
"KY","Population","2020","Individual Person",4505836
"KY","Population","2000","Individual Person",4041769
"KY","Population","2010","Individual Person",4339367
"KY","Population","1970","Individual Person",3218706
"KY","Production","1990","Billion Btu",4578095
"KY","Production","1970","Billion Btu",3231222
"KY","Production","2000","Billion Btu",3413474
"KY","Production","1980","Billion Btu",3863932
"KY","Production","2020","Billion Btu",756015
"KY","Production","2010","Billion Btu",2787102
"KY","Renewable-Consumption","2020","Billion Btu",100829
"KY","Renewable-Consumption","1980","Billion Btu",55822
"KY","Renewable-Consumption","1990","Billion Btu",53391
"KY","Renewable-Consumption","2010","Billion Btu",84516
"KY","Renewable-Consumption","2000","Billion Btu",36286
"KY","Renewable-Consumption","1970","Billion Btu",57023
"KY","Renewable-Production","2020","Billion Btu",168544
"KY","Renewable-Production","2010","Billion Btu",135285
"KY","Renewable-Production","2000","Billion Btu",72104
"KY","Renewable-Production","1980","Billion Btu",111644
"KY","Renewable-Production","1970","Billion Btu",114045
"KY","Renewable-Production","1990","Billion Btu",100952
"KY","Total Expenditure","2010","Dollars",20415000000
"KY","Total Expenditure","1980","Dollars",6007000000
"KY","Total Expenditure","1990","Dollars",7390000000
"KY","Total Expenditure","2020","Dollars",15508000000
"KY","Total Expenditure","1970","Dollars",1296000000
"KY","Total Expenditure","2000","Dollars",10310000000
"LA","All Industry Total","1980","Dollars",63926000000
"LA","All Industry Total","2010","Dollars",225309000000
"LA","All Industry Total","2020","Dollars",232528000000
"LA","All Industry Total","1970","Dollars",17177000000
"LA","All Industry Total","1990","Dollars",95177000000
"LA","All Industry Total","2000","Dollars",132641000000
"LA","Consumption","2010","Billion Btu",4124890
"LA","Consumption","1980","Billion Btu",3908929
"LA","Consumption","2000","Billion Btu",4330579
"LA","Consumption","1990","Billion Btu",3704139
"LA","Consumption","1970","Billion Btu",2836864
"LA","Consumption","2020","Billion Btu",4200360
"LA","Fossil Fuel-Consumption","2010","Billion Btu",3704458
"LA","Fossil Fuel-Consumption","1990","Billion Btu",3475292
"LA","Fossil Fuel-Consumption","1980","Billion Btu",3724254
"LA","Fossil Fuel-Consumption","2000","Billion Btu",4045310
"LA","Fossil Fuel-Consumption","1970","Billion Btu",2794565
"LA","Fossil Fuel-Consumption","2020","Billion Btu",3747127
"LA","Fossil Fuel-Production","1980","Billion Btu",1240073
"LA","Fossil Fuel-Production","2000","Billion Btu",661873
"LA","Fossil Fuel-Production","1970","Billion Btu",3363907
"LA","Fossil Fuel-Production","2010","Billion Btu",446368
"LA","Fossil Fuel-Production","2020","Billion Btu",218343
"LA","Fossil Fuel-Production","1990","Billion Btu",899820
"LA","Gdp Per Capita","2010","Dollars",49700
"LA","Gdp Per Capita","1980","Dollars",15199
"LA","Gdp Per Capita","1990","Dollars",22554
"LA","Gdp Per Capita","2020","Dollars",49923
"LA","Gdp Per Capita","1970","Dollars",4717
"LA","Gdp Per Capita","2000","Dollars",29680
"LA","Nuclear-Consumption","2000","Billion Btu",164734
"LA","Nuclear-Consumption","1970","Billion Btu",0
"LA","Nuclear-Consumption","1990","Billion Btu",150230
"LA","Nuclear-Consumption","1980","Billion Btu",0
"LA","Nuclear-Consumption","2020","Billion Btu",176988
"LA","Nuclear-Consumption","2010","Billion Btu",194818
"LA","Population","2010","Individual Person",4533372
"LA","Population","1970","Individual Person",3641306
"LA","Population","2020","Individual Person",4657757
"LA","Population","1990","Individual Person",4219973
"LA","Population","1980","Individual Person",4205900
"LA","Population","2000","Individual Person",4468976
"LA","Production","1970","Billion Btu",9358093
"LA","Production","1980","Billion Btu",4403760
"LA","Production","1990","Billion Btu",3137054
"LA","Production","2000","Billion Btu",2750023
"LA","Production","2020","Billion Btu",3838280
"LA","Production","2010","Billion Btu",3173816
"LA","Renewable-Consumption","1970","Billion Btu",41620
"LA","Renewable-Consumption","2010","Billion Btu",134463
"LA","Renewable-Consumption","2020","Billion Btu",144864
"LA","Renewable-Consumption","1990","Billion Btu",125516
"LA","Renewable-Consumption","2000","Billion Btu",142352
"LA","Renewable-Consumption","1980","Billion Btu",64707
"LA","Renewable-Production","1970","Billion Btu",83240
"LA","Renewable-Production","2020","Billion Btu",262366
"LA","Renewable-Production","2000","Billion Btu",284657
"LA","Renewable-Production","2010","Billion Btu",226417
"LA","Renewable-Production","1980","Billion Btu",129414
"LA","Renewable-Production","1990","Billion Btu",250398
"LA","Total Expenditure","1980","Dollars",12976000000
"LA","Total Expenditure","1990","Dollars",14419000000
"LA","Total Expenditure","2000","Dollars",23148000000
"LA","Total Expenditure","2020","Dollars",24234000000
"LA","Total Expenditure","1970","Dollars",1818000000
"LA","Total Expenditure","2010","Dollars",40659000000
"MA","All Industry Total","1990","Dollars",159505000000
"MA","All Industry Total","2010","Dollars",411136000000
"MA","All Industry Total","1980","Dollars",69684000000
"MA","All Industry Total","2020","Dollars",585150000000
"MA","All Industry Total","1970","Dollars",29052000000
"MA","All Industry Total","2000","Dollars",288791000000
"MA","Consumption","1970","Billion Btu",1464384
"MA","Consumption","1980","Billion Btu",1246693
"MA","Consumption","1990","Billion Btu",1418231
"MA","Consumption","2010","Billion Btu",1431293
"MA","Consumption","2000","Billion Btu",1535714
"MA","Consumption","2020","Billion Btu",1278411
"MA","Fossil Fuel-Consumption","2020","Billion Btu",850562
"MA","Fossil Fuel-Consumption","1970","Billion Btu",1410954
"MA","Fossil Fuel-Consumption","2000","Billion Btu",1211888
"MA","Fossil Fuel-Consumption","1990","Billion Btu",1193726
"MA","Fossil Fuel-Consumption","1980","Billion Btu",1102769
"MA","Fossil Fuel-Consumption","2010","Billion Btu",1119258
"MA","Fossil Fuel-Production","2000","Billion Btu",0
"MA","Fossil Fuel-Production","1970","Billion Btu",0
"MA","Fossil Fuel-Production","2020","Billion Btu",0
"MA","Fossil Fuel-Production","2010","Billion Btu",0
"MA","Fossil Fuel-Production","1990","Billion Btu",0
"MA","Fossil Fuel-Production","1980","Billion Btu",0
"MA","Gdp Per Capita","2010","Dollars",62792
"MA","Gdp Per Capita","2020","Dollars",83237
"MA","Gdp Per Capita","1990","Dollars",26512
"MA","Gdp Per Capita","1970","Dollars",5107
"MA","Gdp Per Capita","2000","Dollars",45485
"MA","Gdp Per Capita","1980","Dollars",12146
"MA","Nuclear-Consumption","1990","Billion Btu",53647
"MA","Nuclear-Consumption","2020","Billion Btu",0
"MA","Nuclear-Consumption","2000","Billion Btu",57487
"MA","Nuclear-Consumption","1980","Billion Btu",35255
"MA","Nuclear-Consumption","2010","Billion Btu",61853
"MA","Nuclear-Consumption","1970","Billion Btu",13272
"MA","Population","1970","Individual Person",5689170
"MA","Population","2010","Individual Person",6547629
"MA","Population","1990","Individual Person",6016425
"MA","Population","2020","Individual Person",7029917
"MA","Population","2000","Individual Person",6349097
"MA","Population","1980","Individual Person",5737037
"MA","Production","2000","Billion Btu",126951
"MA","Production","1970","Billion Btu",78316
"MA","Production","1990","Billion Btu",118910
"MA","Production","1980","Billion Btu",107750
"MA","Production","2020","Billion Btu",73946
"MA","Production","2010","Billion Btu",112529
"MA","Renewable-Consumption","1980","Billion Btu",72495
"MA","Renewable-Consumption","2000","Billion Btu",69463
"MA","Renewable-Consumption","2010","Billion Btu",75324
"MA","Renewable-Consumption","1990","Billion Btu",65263
"MA","Renewable-Consumption","2020","Billion Btu",94717
"MA","Renewable-Consumption","1970","Billion Btu",65043
"MA","Renewable-Production","1990","Billion Btu",130526
"MA","Renewable-Production","2020","Billion Btu",147796
"MA","Renewable-Production","2000","Billion Btu",138927
"MA","Renewable-Production","1980","Billion Btu",144990
"MA","Renewable-Production","1970","Billion Btu",130086
"MA","Renewable-Production","2010","Billion Btu",101345
"MA","Total Expenditure","2010","Dollars",24780000000
"MA","Total Expenditure","1980","Dollars",8220000000
"MA","Total Expenditure","1970","Dollars",2296000000
"MA","Total Expenditure","2000","Dollars",14409000000
"MA","Total Expenditure","2020","Dollars",20902000000
"MA","Total Expenditure","1990","Dollars",10772000000
"MD","All Industry Total","1990","Dollars",112835000000
"MD","All Industry Total","1980","Dollars",47522000000
"MD","All Industry Total","2010","Dollars",314728000000
"MD","All Industry Total","2000","Dollars",192021000000
"MD","All Industry Total","2020","Dollars",410931000000
"MD","All Industry Total","1970","Dollars",18720000000
"MD","Consumption","2000","Billion Btu",1459886
"MD","Consumption","2010","Billion Btu",1486516
"MD","Consumption","2020","Billion Btu",1212643
"MD","Consumption","1990","Billion Btu",1277680
"MD","Consumption","1980","Billion Btu",1156510
"MD","Consumption","1970","Billion Btu",1067972
"MD","Fossil Fuel-Consumption","1990","Billion Btu",972858
"MD","Fossil Fuel-Consumption","2010","Billion Btu",982313
"MD","Fossil Fuel-Consumption","2000","Billion Btu",1078191
"MD","Fossil Fuel-Consumption","1970","Billion Btu",999790
"MD","Fossil Fuel-Consumption","2020","Billion Btu",745762
"MD","Fossil Fuel-Consumption","1980","Billion Btu",931610
"MD","Fossil Fuel-Production","1980","Billion Btu",89500
"MD","Fossil Fuel-Production","1990","Billion Btu",88005
"MD","Fossil Fuel-Production","1970","Billion Btu",40879
"MD","Fossil Fuel-Production","2000","Billion Btu",110587
"MD","Fossil Fuel-Production","2020","Billion Btu",27404
"MD","Fossil Fuel-Production","2010","Billion Btu",58798
"MD","Gdp Per Capita","2020","Dollars",66524
"MD","Gdp Per Capita","1970","Dollars",4773
"MD","Gdp Per Capita","1990","Dollars",23598
"MD","Gdp Per Capita","2000","Dollars",36254
"MD","Gdp Per Capita","1980","Dollars",11269
"MD","Gdp Per Capita","2010","Dollars",54512
"MD","Nuclear-Consumption","1990","Billion Btu",13242
"MD","Nuclear-Consumption","1970","Billion Btu",0
"MD","Nuclear-Consumption","2000","Billion Btu",144204
"MD","Nuclear-Consumption","2010","Billion Btu",146265
"MD","Nuclear-Consumption","1980","Billion Btu",119409
"MD","Nuclear-Consumption","2020","Billion Btu",157471
"MD","Population","1980","Individual Person",4216975
"MD","Population","2010","Individual Person",5773552
"MD","Population","1990","Individual Person",4781468
"MD","Population","2000","Individual Person",5296486
"MD","Population","2020","Individual Person",6177224
"MD","Population","1970","Individual Person",3922399
"MD","Production","1990","Billion Btu",151816
"MD","Production","2010","Billion Btu",253801
"MD","Production","1970","Billion Btu",93491
"MD","Production","1980","Billion Btu",254802
"MD","Production","2020","Billion Btu",232114
"MD","Production","2000","Billion Btu",308712
"MD","Renewable-Consumption","1970","Billion Btu",51782
"MD","Renewable-Consumption","2000","Billion Btu",54124
"MD","Renewable-Consumption","2020","Billion Btu",66980
"MD","Renewable-Consumption","1980","Billion Btu",45823
"MD","Renewable-Consumption","2010","Billion Btu",71905
"MD","Renewable-Consumption","1990","Billion Btu",50546
"MD","Renewable-Production","2020","Billion Btu",94457
"MD","Renewable-Production","1990","Billion Btu",101092
"MD","Renewable-Production","1970","Billion Btu",103563
"MD","Renewable-Production","2010","Billion Btu",97331
"MD","Renewable-Production","1980","Billion Btu",91646
"MD","Renewable-Production","2000","Billion Btu",107771
"MD","Total Expenditure","2010","Dollars",21737000000
"MD","Total Expenditure","1990","Dollars",8045000000
"MD","Total Expenditure","1980","Dollars",6437000000
"MD","Total Expenditure","1970","Dollars",1522000000
"MD","Total Expenditure","2020","Dollars",15952000000
"MD","Total Expenditure","2000","Dollars",11258000000
"ME","All Industry Total","2020","Dollars",70740000000
"ME","All Industry Total","1970","Dollars",3959000000
"ME","All Industry Total","2010","Dollars",52256000000
"ME","All Industry Total","2000","Dollars",36890000000
"ME","All Industry Total","1990","Dollars",23256000000
"ME","All Industry Total","1980","Dollars",10263000000
"ME","Consumption","2020","Billion Btu",365101
"ME","Consumption","1970","Billion Btu",302380
"ME","Consumption","2010","Billion Btu",418057
"ME","Consumption","1990","Billion Btu",430659
"ME","Consumption","2000","Billion Btu",463343
"ME","Consumption","1980","Billion Btu",381550
"ME","Fossil Fuel-Consumption","1980","Billion Btu",203510
"ME","Fossil Fuel-Consumption","2020","Billion Btu",206378
"ME","Fossil Fuel-Consumption","1970","Billion Btu",234453
"ME","Fossil Fuel-Consumption","2010","Billion Btu",273227
"ME","Fossil Fuel-Consumption","2000","Billion Btu",317371
"ME","Fossil Fuel-Consumption","1990","Billion Btu",262432
"ME","Fossil Fuel-Production","2010","Billion Btu",0
"ME","Fossil Fuel-Production","2000","Billion Btu",0
"ME","Fossil Fuel-Production","2020","Billion Btu",0
"ME","Fossil Fuel-Production","1990","Billion Btu",0
"ME","Fossil Fuel-Production","1980","Billion Btu",0
"ME","Fossil Fuel-Production","1970","Billion Btu",0
"ME","Gdp Per Capita","1980","Dollars",9125
"ME","Gdp Per Capita","1970","Dollars",3991
"ME","Gdp Per Capita","2010","Dollars",39339
"ME","Gdp Per Capita","2000","Dollars",28935
"ME","Gdp Per Capita","2020","Dollars",51925
"ME","Gdp Per Capita","1990","Dollars",18939
"ME","Nuclear-Consumption","1970","Billion Btu",0
"ME","Nuclear-Consumption","1980","Billion Btu",48040
"ME","Nuclear-Consumption","1990","Billion Btu",51436
"ME","Nuclear-Consumption","2010","Billion Btu",0
"ME","Nuclear-Consumption","2000","Billion Btu",0
"ME","Nuclear-Consumption","2020","Billion Btu",0
"ME","Population","1970","Individual Person",992048
"ME","Population","2000","Individual Person",1274923
"ME","Population","1990","Individual Person",1227928
"ME","Population","2020","Individual Person",1362359
"ME","Population","1980","Individual Person",1124660
"ME","Population","2010","Individual Person",1328361
"ME","Production","1990","Billion Btu",203066
"ME","Production","2010","Billion Btu",159002
"ME","Production","2000","Billion Btu",163025
"ME","Production","1970","Billion Btu",59420
"ME","Production","1980","Billion Btu",169165
"ME","Production","2020","Billion Btu",132947
"ME","Renewable-Consumption","2000","Billion Btu",163025
"ME","Renewable-Consumption","1970","Billion Btu",59420
"ME","Renewable-Consumption","1980","Billion Btu",121124
"ME","Renewable-Consumption","2020","Billion Btu",138704
"ME","Renewable-Consumption","1990","Billion Btu",151630
"ME","Renewable-Consumption","2010","Billion Btu",163928
"ME","Renewable-Production","2010","Billion Btu",317994
"ME","Renewable-Production","2000","Billion Btu",326050
"ME","Renewable-Production","2020","Billion Btu",265847
"ME","Renewable-Production","1980","Billion Btu",242248
"ME","Renewable-Production","1970","Billion Btu",118840
"ME","Renewable-Production","1990","Billion Btu",303260
"ME","Total Expenditure","2010","Dollars",6290000000
"ME","Total Expenditure","1970","Dollars",438000000
"ME","Total Expenditure","2020","Dollars",4885000000
"ME","Total Expenditure","1990","Dollars",2651000000
"ME","Total Expenditure","2000","Dollars",3735000000
"ME","Total Expenditure","1980","Dollars",1787000000
"MI","All Industry Total","2020","Dollars",520105000000
"MI","All Industry Total","1970","Dollars",46178000000
"MI","All Industry Total","1990","Dollars",193103000000
"MI","All Industry Total","1980","Dollars",104135000000
"MI","All Industry Total","2000","Dollars",352152000000
"MI","All Industry Total","2010","Dollars",390043000000
"MI","Consumption","2010","Billion Btu",2780081
"MI","Consumption","2020","Billion Btu",2610581
"MI","Consumption","1970","Billion Btu",2702538
"MI","Consumption","1990","Billion Btu",2866603
"MI","Consumption","1980","Billion Btu",2824417
"MI","Consumption","2000","Billion Btu",3225008
"MI","Fossil Fuel-Consumption","1980","Billion Btu",2540336
"MI","Fossil Fuel-Consumption","2010","Billion Btu",2322640
"MI","Fossil Fuel-Consumption","2020","Billion Btu",2094253
"MI","Fossil Fuel-Consumption","1990","Billion Btu",2539160
"MI","Fossil Fuel-Consumption","1970","Billion Btu",2606040
"MI","Fossil Fuel-Consumption","2000","Billion Btu",2763318
"MI","Fossil Fuel-Production","2010","Billion Btu",40484
"MI","Fossil Fuel-Production","1970","Billion Btu",67819
"MI","Fossil Fuel-Production","2020","Billion Btu",23885
"MI","Fossil Fuel-Production","1980","Billion Btu",196086
